gene_id	root_og
NP_463152.3	COG0454
NP_463244.3	COG3037
NP_463254.2	COG0238
NP_463267.3	2CTIP
NP_463285.3	COG1082
NP_453702.1	COG3962
NP_463368.3	COG3157
NP_463400.3	COG1368
NP_463407.3	COG2197
NP_463438.3	COG0741
